WardName,OldCode,Wardcode,Pop2015,Aged0_15,Aged16_64,Aged65plus,Pct0_15,Pct16_64,Pct65plus,MeanAge13,MedAge13,AreaSqKM,PopDenKm13,PctBame11,PctNBnUK11,PctNoEng11,GenFtRt13,MaleLE0913,FemLE0913,PctYr1Obes,PctYr6Obes,RtAmbulanc,RtAmbAlco,RoadKilled,InEmp2011,EmpRt2011,NoJobs2013,EmpWkAge13,RtNINo1112,MedHouPr14,NPropSld13,MedHHIncom,NumHHSpace,PctDetach,PctSemi,PctTerrace,PctFlat,PctOwned11,PctSocRen11,PctPRent11,PctCTaxAB,PctCTaxCDE,PctCTaxFGH,IncapBen2014,InSupp2014,EmpSup2014,JSA2014,PctDepChild,PctHHNoEmp,PctLonePar,IDRankLond,ID50pctNat,AvgGCSE2013,UnauthAbs13,PctNoQl11,PctLev4Q11,ALevSt1213,ALevEn1213,CriRt1314,ViolRt1314,RobRt1314,Theft1314,CriDam1314,DrugRt1314,Arson14,PctOpSpace,CarPerHH11,PTAL14,PctBike11,Turnout12,Candidate,InnerOuter,x,y
Kingston upon Thames - Alexandra,00AXFX,E05000400,9700,1900,6200,1600,19.66471254,63.71490281,16.62038465,38.9,39,2.7,3537,29.8,27.2,8.2,61.62162162,83.42497572,86.89498939,7.784431138,16.91394659,92.39815204,0.411099692,3,4464,75.0883095,2500,0.409836066,17.55725191,415000,115,36729,3443,9.3,56.3,21.5,12,80.2,4.9,13.3,3.703703704,80.83989501,15.45640128,0.569013169,1.138026337,3.088928629,1.312506026,6.956521739,2.668247851,31.21693122,590,0,359.6317073,0.421732405,15.8,32.7,697.194186,206.3906977,34.68688337,6.12732371,0.623117665,12.98161803,4.050264825,3.323294215,0.3149937,43.65399908,1.378298251,2.245380512,3.867883529,36.26834382,Boris,Outer,520113.7171,166392.7232
Kingston upon Thames - Berrylands,00AXFY,E05000401,9800,1800,6500,1500,18.23757923,66.3565733,15.40584747,38.3,36,1.5,6466.7,18.1,24.1,6.9,56.81818182,78.9569588,83.34129059,4.487179487,8.287292818,102.7861839,0.418519487,0,4813,74.8289801,2000,0.307692308,15.90909091,360000,177,38971,4447,10.5,25.7,9,54.7,54.6,17.4,26.9,8.98217636,70.66135084,20.3564728,0.615574023,1.000307787,4.232071407,1.514991892,6.666666667,2.346109175,36.92307692,530,16.66666667,344.3769231,0.52412178,11.9,48.4,740.9126214,215.4728155,27.84032753,6.345957011,0.716479017,7.778915046,5.527123849,2.456499488,0.313054367,10.91414964,0.966782811,2.775175369,4.625684723,38.04707934,Boris,Outer,519114.0501,167344.3868
Kingston upon Thames - Beverley,00AXFZ,E05000402,10450,2200,6900,1350,20.82136703,66.03484587,13.1437871,37.3,37,1.9,5447.4,32.6,32.4,13.3,75,80.84146576,81.83463716,6.442577031,15.77380952,117.9462572,0.552486188,1,4807,71.58600149,4500,0.656934307,30,428000,165,36333,4047,9.6,33.7,26.3,30.4,63.7,11.5,22.1,5.078809107,76.55741806,18.36377283,0.87387125,1.456452083,3.568307603,1.97425732,10.6,4.128440367,43.37349398,544,16.66666667,372.8715789,0.667079783,15.2,41.7,772.9306818,222.2170455,70.80495059,12.28053344,1.439125012,32.62016694,8.538808404,3.837666699,0.671785029,26.42588927,1.02166157,2.83761721,4.362754999,41.18447924,Boris,Outer,521205.2546,168519.5599
Kingston upon Thames - Canbury,00AXGA,E05000403,13300,3100,9050,1150,23.37291447,68.11964527,8.507440253,33.6,33,1.2,10791.7,21.4,27.5,9.5,70,80.97664737,85.76474974,4.580152672,10.91954023,75.13845233,0.474683544,2,6529,74.9426079,5200,0.584269663,21.21212121,449500,303,46145,5317,14.1,24.5,14.1,47.3,55.1,12.5,30.3,3.231458049,76.48432938,20.28421258,0.333964155,0.834910386,2.671713236,1.479907919,6.461538462,3.016561514,35.27272727,559,16.66666667,368.2057471,0.581126952,9,54.4,805.8092308,222.5323077,36.96886025,8.053382421,0.230096641,15.72327044,4.448535051,2.224267526,0.224517288,7.034828346,0.914235016,4.056027473,6.145755071,35.22371046,Boris,Outer,518685.3306,170028.5337
Kingston upon Thames - Chessington North and Hook,00AXGB,E05000404,9000,1800,5800,1400,20.12893187,64.55485162,15.31621652,38.3,38,1.9,4710.5,15,17.2,5,55,80.39825197,86.82400807,10.3125,23.1292517,105.3622867,0.709459459,3,4334,76.37004405,2000,0.344827586,10.43478261,311000,131,32656,3430,6.6,46.6,29.5,17.2,74.8,14.8,8.6,1.483679525,96.23145401,2.284866469,0.604594921,1.295560546,3.713940231,1.814868137,11.86046512,3.615886189,35.9375,516,0,337.7237624,0.78,21.9,22.8,690.9309859,206.4535211,40.69832092,10.89736462,0.555987991,12.89892138,5.893472701,1.111975981,1.218701529,27.49678625,1.306461174,2.398093819,2.538755336,30.77792428,Boris,Outer,518062.5842,164593.5205
Kingston upon Thames - Chessington South,00AXGC,E05000405,10550,2200,6800,1500,20.93486299,64.61553048,14.44960652,37.6,37,7.6,1375,13,14.3,3.9,64.09090909,83.2523823,83.90712055,6.714628297,22.60869565,109.6511958,0.50804403,10,5291,78.54809976,5300,0.779411765,6.766917293,315000,180,33990,4112,11.2,26.4,41.3,20.9,77.3,11.7,9.7,4.093137255,89.3872549,6.519607843,0.513046028,1.392553503,3.151568455,1.925638752,14.50980392,3.940520446,39.57055215,548,16.66666667,334.7893443,0.768953324,19.1,25.3,629.1818182,198.5519481,40.88796129,9.581633621,0.09486766,17.55051703,4.553647662,2.56142681,0.567161357,75.68409387,1.36802974,2.358923035,2.26644555,30.3710782,Boris,Outer,517651.014,162338.1301
Kingston upon Thames - Coombe Hill,00AXGD,E05000406,10750,1950,7150,1600,18.30448539,66.75972455,14.93579006,37.1,34,4.4,2420.5,35.5,40.6,13.9,44.70588235,83.15581529,84.76341228,4.385964912,17.89473684,171.9304633,0.738347946,6,4458,64.47787099,7200,1.014084507,34.72222222,475500,123,45366,3838,29.5,16.8,11.6,42.1,61,11.6,25.5,1.304926764,51.37150466,47.32356858,0.350189102,0.980529486,1.961058972,2.022728383,8.571428571,3.906673901,50.24875622,570,14.28571429,361.9491803,0.873828125,10.7,44.5,792.665,212.38875,46.17671653,10.40602063,1.022019883,19.32546688,3.530614141,2.322772461,0.273049968,42.11723916,1.303038524,2.492106142,3.212679375,34.86271036,Boris,Outer,520752.0801,170624.3986
Kingston upon Thames - Coombe Vale,00AXGE,E05000407,10050,2100,6550,1450,20.62593145,65.1763537,14.19771485,37.9,38,1.6,6250,33.4,33.5,11.1,60.48780488,82.92702766,86.07335071,6.017191977,11.60409556,77.26005575,0.49689441,0,4619,72.35275689,1900,0.290076336,20.14925373,500000,137,45090,3700,16.6,43,19.7,20.6,72.3,6.9,19.4,3.264746228,66.77640604,29.95884774,0.382262997,0.764525994,2.140672783,1.446845309,6.530612245,2.583333333,33.33333333,606,0,380.3276596,0.573666093,11.7,47.4,855.4950617,231.7641975,22.91293086,4.78182905,0.398485754,6.475393505,2.789400279,0.69735007,0.099561928,10.95194068,1.234166667,2.331300275,4.291123265,40.54758801,Boris,Outer,520599.7979,169225.913
Kingston upon Thames - Grove,00AXGF,E05000408,11800,1950,8750,1050,16.75157073,74.42689761,8.821531669,33.4,30,1.9,6105.3,23.2,31.4,11.2,47.82608696,79.22725487,87.15883549,4.098360656,14.48275862,240.6928645,5.009541985,5,5683,66.75672501,23000,2.628571429,35.22012579,400000,239,35973,5094,6.3,17.9,7.6,68,47.5,13.2,37.5,8.870178187,72.60622675,18.52359507,0.628284213,0.856751199,2.684487092,1.674848256,9.75,2.37802378,43.97905759,478,20,333.3444444,0.638257016,8.5,47,757.3367089,214.1240506,264.360928,56.75883914,3.081927917,151.6137317,14.72476672,21.83032275,0.172354361,23.63502244,0.801353014,4.211964993,4.686149058,28.91218475,Boris,Outer,518347.7668,168665.5192
Kingston upon Thames - Norbiton,00AXGG,E05000409,10600,2150,7500,1000,20.10936174,70.64202885,9.248609409,34,32,1.3,8076.9,31,34.1,13.6,65,77.09971053,80.47836352,11.82795699,21.83098592,105.2083333,0.715161422,4,4973,68.19802523,4000,0.533333333,30.55555556,341500,134,28791,4162,6.8,29.7,14.6,48.9,42.3,31.2,24.3,17.28395062,74.36456064,8.351488744,0.600881293,2.269995994,5.007344105,2.935359085,19.36170213,5.259259259,50.94936709,356,50,309.9173913,1.353878583,17.7,35.8,656.7930233,210.0093023,55.96060979,15.81289651,1.041568033,17.32790455,6.817536218,6.533472209,0.189393939,34.48263779,0.797530864,3.606097586,5.42192429,29.18756269,Ken,Outer,519339.7947,169012.1815
Kingston upon Thames - Old Malden,00AXGH,E05000410,9700,1850,6100,1750,18.97636983,62.95531937,18.0683108,39.9,40,1.8,5361.1,30.8,27.3,8.4,58.42105263,83.58858132,87.43900804,6.440677966,18.24324324,82.22153273,0.330578512,0,4501,74.02960526,1100,0.178861789,15.57377049,400000,131,38540,3645,18.7,45.9,16.9,18.5,77.4,9.1,12.3,3.019390582,64.15512465,32.82548476,0.736738703,1.309757695,2.61951539,1.769457193,9.777777778,3.681843732,39.1509434,566,16.66666667,359.1798165,0.687658495,15.7,34.4,699.1213483,208.1078652,27.0409743,6.811848488,0.92888843,8.050366395,3.715553721,0.825678605,0.103423312,21.32156475,1.377459247,2.730943326,2.283397354,36.13209204,Boris,Outer,521498.5645,166553.2736
Kingston upon Thames - St. James,00AXGJ,E05000411,9250,1700,5900,1650,18.18378612,63.72984089,18.08637298,40.6,41,2.2,4181.8,41.4,37.3,12.7,53.52941176,81.40699324,82.15264132,9.195402299,16.85823755,116.8407311,0.363240102,0,4061,71.91429077,2000,0.344827586,22.93577982,450000,134,39195,3392,23.4,40.4,20,16.3,75.3,9.3,14,1.162097735,69.10011919,29.73778308,0.683994528,1.025991792,2.735978112,1.773975234,8.571428571,2.660217654,29.53020134,550,0,380.9349515,0.511425873,15.9,38,794.8,217.7213333,30.09961022,6.279774794,0.649631875,8.878302295,3.356431356,2.273711563,0.652741514,28.15140513,1.298669891,2.645415351,2.9663028,37.79245283,Boris,Outer,521396.3444,167467.2849
Kingston upon Thames - St. Mark's,00AXGK,E05000412,10900,1350,8650,900,12.24770642,79.42201835,8.330275229,33.6,30,1.4,7785.7,21.3,29.1,8.9,46.85714286,81.72369898,84.33066637,3.58974359,8.695652174,90.26518096,0.738916256,0,5872,69.38437906,4300,0.497109827,25.30864198,395350,258,42760,4608,4.2,16.5,9.1,70,53.1,6.7,38.6,7.69747147,80.33117028,11.97135825,0.173430454,0.462481212,2.77488727,1.846220112,6.060606061,1.632653061,40.76923077,537,16.66666667,365.0878788,0.531589958,6.7,48.3,757.2434783,223.3681159,57.22891566,13.05220884,1.18656444,25.55677254,5.020080321,5.020080321,0.431890818,23.86266053,0.86031746,3.697553408,4.175050302,30.17820625,Boris,Outer,518250.1139,167702.2806
Kingston upon Thames - Surbiton Hill,00AXGL,E05000413,10950,1900,7550,1450,17.39528078,69.15127126,13.45344796,37.7,35,1.7,6352.9,19,25,7,60,79.73309652,82.64138392,3.96039604,11.05263158,112.3522294,0.373380189,1,5705,78.1935307,2100,0.28,18.98734177,392500,223,43695,4776,16.2,18.8,7.3,57.7,60.5,7.5,30.7,4.869075958,74.20471759,20.92620645,0.532197978,0.864821714,2.594465141,1.41579836,9.285714286,2.30284597,39.25233645,568,0,379.7703704,0.551053284,10.7,52.2,723.21125,211.26625,24.26470588,5.147058824,0,8.823529412,2.941176471,2.481617647,0.279251606,5.808619856,1.016510971,3.279986802,3.699897225,34.71878608,Boris,Outer,518304.0028,166455.0501
Kingston upon Thames - Tolworth and Hook Rise,00AXGM,E05000414,10650,2150,7050,1450,20.13176471,66.11764706,13.75058824,37.3,36,2.6,3961.5,27.2,26.1,8,59.11111111,80.3101691,86.68961924,4.519774011,17.32026144,115.2169606,0.578512397,2,4993,76.19410957,5200,0.759124088,22.72727273,335000,187,33254,3836,6.4,46.8,24.5,22,71.2,10.7,16.5,4.090789126,92.7949327,3.114278174,0.216512702,1.08256351,3.031177829,1.872846851,11.83673469,3.295819936,38.23529412,528,0,336.1196581,0.697280497,18.4,30,652.6256757,205.1662162,45.761079,11.36801541,0.867052023,15.41425819,5.49132948,3.468208092,0.693481276,33.0863911,1.221329046,2.257367878,2.921129503,32.10759278,Boris,Outer,519125.3944,165297.942
Kingston upon Thames - Tudor,00AXGN,E05000415,9850,2150,6200,1450,22.04251856,63.05564032,14.90184111,38.5,40,1.6,6125,17.6,23.9,6.1,52.43243243,84.06999726,87.23243696,3.91198044,12.14953271,65.31691932,0.512632735,0,4674,76.9382716,1900,0.308943089,11.20689655,560000,124,52566,3846,17.1,33.9,24,25,76.5,7.5,14.2,0.691673317,66.87948923,32.42883746,0.162416761,0.568458665,2.030209518,1.132158949,6.470588235,2.036987403,28.04232804,616,0,379.656044,0.51947652,10.1,51.3,818.4093333,223.4426667,25.83926755,5.18819939,0.305188199,10.07121058,3.865717192,1.729399797,0.10173975,22.68304266,1.185473064,2.286320211,6.981562047,42.08325759,Boris,Outer,518195.2516,170918.051
Lambeth - Bishop's,00AYFZ,E05000416,11400,1250,9200,950,10.90509666,80.92267135,8.172231986,34.9,31,1.5,7066.7,42,43,13.7,33.23076923,79.12971971,83.21129157,16.01941748,21.93548387,370.850279,5.84168683,18,5119,66.2225097,43400,5.046511628,54.48275862,577500,97,37370,4927,0.5,1.6,8.6,89.2,21,41.8,33.9,26.94949495,43.83838384,29.21212121,0.955163502,1.517024385,3.595909653,4.563860352,22,3.763676149,47.01754386,235,83.33333333,339.6037736,1.139730135,14.5,47.2,659.0486842,203.8078947,237.4917864,42.24162208,6.852529804,148.5966394,11.82765418,6.758659533,0.662063747,31.60127554,0.371772429,7.584362548,6.448526598,33.17528296,Ken,Inner,531010.9379,179680.6402
Lambeth - Brixton Hill,00AYGA,E05000417,16650,2650,12900,1100,16.01679664,77.30653869,6.676664667,33.6,31,1.1,14863.6,41.5,37.4,11.1,48.4,76.23242259,81.36753433,8.051948052,20.17045455,123.7370663,0.615249396,10,9214,75.27162813,3900,0.308300395,55.28846154,412975,254,33565,6947,1.6,4.5,19.5,74.4,32.8,32.2,31.9,26.47757648,68.47341847,5.049005049,0.860585198,2.386168049,3.794398373,5.468302673,24,5.377136123,41.16743472,188,100,336.6654545,1.082099209,13.8,49.6,594.5790698,191.5976744,93.61857744,21.02761017,6.521606631,38.39824465,6.643505821,5.912110684,0.182592818,13.06310716,0.451237478,4.889082904,10.09243336,34.34133808,Ken,Inner,530452.2812,174319.8079
Lambeth - Clapham Common,00AYGB,E05000418,13600,2150,10500,950,15.81846222,77.10949548,7.0720423,33.4,31,1.3,10192.3,24.3,33.5,7.6,47.95180723,78.51509777,83.022953,11.33004926,21.71428571,112.0843345,0.476724621,4,8007,80.31898887,8200,0.796116505,40.65420561,644950,268,54763,5525,1.6,8.7,21.2,68.4,42.6,23.7,32.4,21.96861626,53.35235378,24.67902996,0.769452727,1.538905453,2.933538521,2.742414999,17.23404255,3.804247461,51.28205128,317,87.5,338.0844444,0.964201183,8.3,63.3,820.8227273,235.7522727,93.73595085,14.23647535,7.193166492,48.40401618,8.916529297,3.821369699,0.465080226,27.87181234,0.651708218,4.098256637,8.810518555,31.66686696,Boris,Inner,529349.1149,174673.7853
Lambeth - Clapham Town,00AYGC,E05000419,14850,2150,11700,1000,14.33964808,78.92536911,6.734982809,33.8,31,1.1,13045.5,29.3,35.2,7.8,32.44444444,74.52824963,80.69436259,12.82894737,22.60869565,143.2173121,2.43042438,3,8628,80.04453103,6200,0.546255507,45.81497797,606250,252,45842,6348,1.6,4.8,18.8,74.8,33.7,29.7,33.8,16.54099906,68.39459629,15.06440465,0.953784791,1.864215729,3.771785312,3.730590156,21.91489362,4.36610608,49.66740576,217,100,345.9169643,0.970533881,10.9,59.7,652.2038835,207.661165,156.0381796,27.87384147,10.58237654,87.0798174,7.539078711,5.394937059,0.350164577,13.06926994,0.527166882,5.065019674,8.598216327,31.0281781,Boris,Inner,529183.218,175666.9278
Lambeth - Coldharbour,00AYGD,E05000420,17500,3550,12900,1050,20.24115664,73.66706669,6.091776673,32.4,30,1.2,14333.3,62.1,43.7,13.3,54.52631579,76.72091527,86.52208918,13.64365971,21.41560799,200.5231556,1.8342821,7,7874,64.88669139,5500,0.436507937,55.60747664,433500,225,25749,7273,2.4,5.2,12.8,79.6,16.1,59.1,21.5,38.07859041,59.26443854,2.656971053,1.331975241,3.408289587,6.150591554,10.66044682,34.58823529,9.694163861,51.66666667,49,100,329.6531792,1.262374946,17.6,36.8,610.1926174,198.7818792,162.8419101,39.17477979,10.5470561,71.45340751,10.37320352,15.70468243,0.356696986,14.42635265,0.350729517,5.442072324,8.002013085,33.31667333,Ken,Inner,531494.671,175560.2174
Lambeth - Ferndale,00AYGE,E05000421,16400,2050,13400,950,12.47715365,81.63762642,5.885219934,33.4,30,0.9,17555.6,40.4,41.7,11.8,35.96153846,77.08131182,84.47361894,18.6440678,32.2147651,141.4324569,1.178967225,8,9406,76.98477656,4600,0.355212355,64.1025641,497475,236,33354,6710,1.6,3.3,15.8,79.3,26.5,37.4,34.2,33.9446737,59.98777319,6.06755311,1.061973754,1.972236972,4.513388455,4.788048893,25.65217391,5.157462346,51.84501845,187,100,320.4263804,0.89316609,13.3,52.9,598.5525,196.9708333,140.3519799,31.74104337,11.69076053,62.22501571,7.730986801,10.62225016,0.488179092,10.26715641,0.413814088,6.274674117,8.218312085,29.65679085,Ken,Inner,530574.0029,175541.5379
Lambeth - Gipsy Hill,00AYGF,E05000422,13900,3150,9600,1150,22.7305372,68.88106866,8.38839414,33.9,33,1.6,8625,44.9,30.6,7.7,80.27777778,78.25923795,82.10264935,12.65306122,27.76412776,116.7152092,0.693120776,2,6633,69.6890103,2000,0.209424084,20.64220183,350000,268,30652,6102,2.7,15,20.4,61.9,37.2,36.6,24.1,24.70421202,70.73670926,4.559078719,1.201797471,3.971156861,6.583760059,5.453313629,30.84507042,8.007386268,47.85133566,194,88.88888889,321.3552846,1.211936037,18.4,39.3,605.4413462,200.9701923,77.21812129,25.40165002,4.342162397,18.9607758,9.4803879,4.41453177,1.136605811,25.68335795,0.621621622,3.703711979,6.22406639,33.77345379,Ken,Inner,532747.4717,171553.6632
Lambeth - Herne Hill,00AYGG,E05000423,15600,2950,11450,1200,18.99974385,73.39267418,7.607581967,34.3,33,2,7700,39.6,35.3,10.8,60.47058824,77.94171348,84.99749589,9.489051095,18.65889213,125.1021049,0.595553203,5,8459,75.27140061,12000,1.057268722,53.96825397,441100,214,39322,6688,2.8,9.3,20.6,67.2,37.2,31.8,29,25.20673813,62.38897397,12.4042879,1.093900411,2.669117004,4.331845629,6.388505158,17.6119403,5.132145052,44.97444634,208,87.5,335.2579439,1.103042877,12.2,52,647.665,214.1633333,104.4718082,19.70187946,9.332469216,42.83862605,7.064160726,5.962410888,0.062833805,37.8977173,0.521819299,4.527890261,12.5130951,40.32571955,Ken,Inner,532006.5922,175036.7138
Lambeth - Knight's Hill,00AYGH,E05000424,15200,3450,10350,1400,22.60418036,68.187196,9.208623636,34.2,33,1.5,9966.7,47.7,35.3,11.6,70.54054054,76.52986662,80.6411093,8.128544423,20.14742015,121.155216,0.646444555,4,6876,68.7943972,2700,0.264705882,35.82887701,350000,237,31321,6249,3.5,20.2,19,57.2,42.9,30.6,24.8,20.92302674,71.93411611,7.142857143,1.312080863,3.304499951,5.394110215,6.50875588,24.17721519,7.474014189,46.47887324,169,100,347.8892086,1.159224319,15.9,38.2,686.0861386,208.3980198,77.64016514,22.23997869,6.52550273,21.97363164,7.590890931,4.594486616,0.323771288,13.34456064,0.645438047,4.068327979,4.922945205,34.21082236,Ken,Inner,531636.1649,171731.0155
Lambeth - Larkhall,00AYGJ,E05000425,18000,2900,13950,1150,16.02802959,77.57633057,6.395639842,32.9,30,1.1,16181.8,43.3,42.2,13,36.14678899,75.4991437,80.47025909,11.39240506,29.92518703,124.3921017,0.761527227,1,9777,73.51680577,4700,0.34057971,58.68725869,417000,311,31290,7304,1.7,3.5,11.1,83.7,25,41.4,30.3,32.85286142,61.05323248,6.093906094,0.865925819,2.814258912,4.40178958,5.219520366,30,7.216638749,50.43263288,175,100,335.288806,1.063983051,13.9,48.5,664.5175824,205.6010989,100.7343461,22.03038287,9.193340434,40.41706374,7.063176187,7.287404002,1.054666901,20.04124591,0.415131212,5.189164651,8.08234459,28.61230329,Ken,Inner,530065.3283,176089.3784
Lambeth - Oval,00AYGK,E05000426,16600,2300,13150,1150,13.71438897,79.25676083,7.028850208,34.3,31,1.3,12269.2,36.9,42.6,15,37.33333333,79.00119881,81.81553277,9.708737864,25.49668874,156.5300896,1.787174396,16,8847,74.34453782,12700,1.003952569,60.0877193,700000,231,34225,7343,0.8,1.8,10.1,87.3,26.2,34.8,34.7,30.66593587,52.83639353,16.49767059,0.968016727,1.858592116,4.297994269,4.666094236,27.84313725,4.769384549,47.06959707,197,100,332,0.889253486,13,51.6,626.4685714,200.6571429,131.5362536,26.51940597,8.860601523,60.27704979,8.174216898,12.04293024,0.448143406,24.91663648,0.374696559,6.869970965,9.157754011,34.21656583,Ken,Inner,530784.4623,177627.2515
Lambeth - Prince's,00AYGL,E05000427,15400,2550,11450,1400,16.50327858,74.34266052,9.154060897,35.5,33,1.2,12458.3,43.4,38.5,12.4,47.27272727,77.89502682,84.4006187,10,26.875,169.2163178,1.606308411,15,7480,71.10942105,15600,1.411764706,61.76470588,460100,166,32141,7118,0.7,1.7,12.1,85.5,27.2,47.1,20.4,36.83696259,48.59017309,14.57286432,1.2,2.622222222,5.377777778,6.814901686,26.37931034,6.541778174,47.61904762,157,100,350.7649123,0.854662841,16.3,46.5,596.0945205,197.2047945,123.0150754,25.52763819,9.447236181,48.30820771,6.767169179,20.03350084,0.067096082,20.6573462,0.41005055,6.302998416,8.961090004,37.80008278,Ken,Inner,531029.439,178489.4238
Lambeth - St. Leonard's,00AYGM,E05000428,15200,2800,11250,1150,18.34023805,74.00539225,7.654369698,34.1,32,1.4,10642.9,38.9,40.4,15.8,67.44186047,79.7429787,85.65994361,9.066666667,20.07874016,117.6178043,0.679776645,6,8292,75.60864411,3700,0.333333333,58.79396985,340000,315,35661,6549,5.7,10.9,13.3,70,39.7,14,44.7,20.33430704,62.82051282,16.84518014,1.073633354,1.968327816,4.473472309,4.599365902,17.5,4.444085326,45.45454545,165,100,354.6977273,1.286521739,12.6,46.3,653.484507,205.1774648,100.4282082,22.61474642,5.486417771,42.21865382,9.433962264,3.679914358,0.310829293,12.1226243,0.628797673,5.890588864,5.997624703,29.89323843,Ken,Inner,529853.4178,171752.2845
Lambeth - Stockwell,00AYGN,E05000429,15250,2800,11350,1100,18.40639539,74.45776817,7.135836446,33.8,32,0.9,16777.8,44.3,44.9,17.8,46.83544304,78.79807974,81.94652565,15.20737327,25.34562212,118.6352049,0.812466702,2,7863,71.21637533,2800,0.247787611,70.75471698,383937.5,186,28812,6582,1.6,3.3,8.5,86.5,24.8,45,27.3,44.15341441,47.75491113,8.091674462,0.838926174,2.737548569,5.121865065,6.44431806,28.28125,7.110627042,49.40239044,177,100,356.248,0.952106825,16.2,41,642.8716216,200.9378378,81.26321353,22.72727273,7.135306554,27.81448203,6.078224101,6.078224101,0.326818746,13.24082433,0.405476894,5.356599485,8.716343143,34.42692348,Ken,Inner,530360.805,176772.5905
Lambeth - Streatham Hill,00AYGP,E05000430,15150,2700,11200,1250,17.98732171,73.85103011,8.161648177,34.5,33,1.3,11307.7,37.9,37.8,12.4,65.36585366,77.14560849,81.14534917,12.74509804,19.10828025,103.5401104,0.423670903,9,7798,74.58632233,1800,0.165898618,48.59813084,355000,297,35957,6220,2.7,15.3,11,71,41.1,24.9,32.1,22.77625865,65.85169696,11.37204439,0.860897145,1.857725419,4.485727232,4.172648985,20.98360656,4.983606557,44.32624113,247,88.88888889,355.9415842,1.166301969,13.5,46.4,664.9085714,209.0071429,75.25060959,16.32348957,4.199403956,28.85396911,6.976429152,2.099701978,0.194868464,14.14948028,0.592786885,5.256715337,7.55718438,32.77131576,Ken,Inner,530609.8203,172980.2852
Lambeth - Streatham South,00AYGQ,E05000431,14750,2950,10150,1650,20.03793524,68.81181412,11.15025064,35.6,33,1.7,8558.8,52.5,44.5,15.8,70,81.24113049,84.35208682,9.936575053,24.26470588,105.012085,0.527823858,4,6900,70.35790762,1500,0.15,59.31372549,370000,180,31725,5556,5.7,19.8,40.2,34.4,53,15.5,28.8,9.877460082,78.81544746,11.30709246,0.989609104,2.226620485,4.255319149,4.707885612,20.71428571,5.757009346,41.12149533,268,100,350.3122302,1.080853518,17,34.8,632.9070796,200.9530973,61.50263681,12.94431888,4.109307582,23.14909938,6.848845969,1.369769194,0.254420557,25.99659433,0.76728972,4.052578119,4.058464595,33.10803199,Ken,Inner,530105.9308,170365.7026
Lambeth - Streatham Wells,00AYGR,E05000432,15250,3050,10950,1250,19.8387731,71.85738629,8.303840608,34,32,1.5,10066.7,43.1,41.2,14.2,60.47619048,78.20707289,80.62435877,9.471365639,22.09302326,105.3099593,0.419232281,2,8008,74.1962383,2700,0.247706422,42.15246637,340000,306,32413,6588,4,14.5,11.6,69.9,41.5,20.8,35,20.61250397,70.32688036,9.060615678,0.915248032,2.56269449,4.164378547,4.090986623,22.08955224,5.62908627,43.36973479,240,100,360.7803738,1.257044674,13.9,42.6,669.7233766,213.0675325,64.80380499,17.50561501,4.227771172,20.01585414,6.738010305,2.840533756,0.19054878,18.2951831,0.620475203,4.44762756,5.549389567,32.2782759,Ken,Inner,530658.7445,171781.0225
Lambeth - Thornton,00AYGS,E05000433,14000,2800,10150,1050,19.85430653,72.51106985,7.634623625,33.1,31,1.1,12045.5,40.5,37,10.1,65.45454545,81.26714444,87.49324769,8.798283262,26.03878116,93.80558348,0.48756704,6,6647,74.31797853,1600,0.167539267,50.26455026,560000,236,36483,5131,2.9,5.9,19.1,72,38.2,39.1,21.2,32.18262806,58.79732739,9.020044543,0.557583131,1.926196269,3.903081914,3.899490855,21.63934426,6.433095804,48.16753927,254,87.5,358.6704545,1.08325673,14.2,47.8,704.9105691,205.9186992,51.41697361,11.72667819,3.232353604,17.43967526,5.18679997,2.555814478,0.386667698,22.376093,0.613420428,3.544981083,7.945449155,37.60401371,Ken,Inner,529579.6215,173646.4822
Lambeth - Thurlow Park,00AYGT,E05000434,13800,3150,9350,1300,22.69956459,67.70682148,9.593613933,34.7,34,1.5,9133.3,36.3,30.3,8.7,65.07462687,80.47588438,83.8066947,10.62355658,19.6969697,108.2756632,0.629680054,4,7074,73.96486826,2300,0.244680851,35.07853403,421750,235,40416,6023,3.2,13.6,22.9,60.2,41.9,27.1,29.3,19.56121253,66.48802546,13.95076202,1.121555223,2.563554796,4.325998718,4.25635305,17.53623188,5.628517824,45.67062818,298,71.42857143,350.2036697,1.311469265,12.7,50.3,695.5754386,212.7982456,75.42915333,17.38434681,3.709630492,27.05848123,7.419260983,3.418679081,0.50461361,19.74850767,0.651543578,5.027070009,8.284843447,39.44035701,Ken,Inner,532103.1876,173068.9454
Lambeth - Tulse Hill,00AYGU,E05000435,16250,3300,11900,1100,20.27799988,73.06107387,6.660926256,32.9,31,1,16000,52.6,38.6,11.3,57.11111111,78.90788411,83.39560099,11.75468484,27.734375,102.8113456,0.50297816,2,8054,70.53774742,1800,0.153846154,48.55769231,415000,205,29274,6758,1.5,6.1,16.9,75.4,29.2,43.2,24.8,41.2809794,51.77664975,6.942370857,0.889981353,3.008984574,4.873707408,7.881416123,28.96103896,8.411356086,48.72318693,132,100,329.7496599,1.222277973,14.7,42.7,619.320202,201.3080808,78.68791468,21.26867985,6.262789111,25.42320332,5.704718795,4.7746016,0.563521383,16.5953466,0.450468137,4.363247102,9.558282209,35.74228566,Ken,Inner,531062.068,173981.2661
