WardName,OldCode,Wardcode,Pop2015,Aged0_15,Aged16_64,Aged65plus,Pct0_15,Pct16_64,Pct65plus,MeanAge13,MedAge13,AreaSqKM,PopDenKm13,PctBame11,PctNBnUK11,PctNoEng11,GenFtRt13,MaleLE0913,FemLE0913,PctYr1Obes,PctYr6Obes,RtAmbulanc,RtAmbAlco,RoadKilled,InEmp2011,EmpRt2011,NoJobs2013,EmpWkAge13,RtNINo1112,MedHouPr14,NPropSld13,MedHHIncom,NumHHSpace,PctDetach,PctSemi,PctTerrace,PctFlat,PctOwned11,PctSocRen11,PctPRent11,PctCTaxAB,PctCTaxCDE,PctCTaxFGH,IncapBen2014,InSupp2014,EmpSup2014,JSA2014,PctDepChild,PctHHNoEmp,PctLonePar,IDRankLond,ID50pctNat,AvgGCSE2013,UnauthAbs13,PctNoQl11,PctLev4Q11,ALevSt1213,ALevEn1213,CriRt1314,ViolRt1314,RobRt1314,Theft1314,CriDam1314,DrugRt1314,Arson14,PctOpSpace,CarPerHH11,PTAL14,PctBike11,Turnout12,Candidate,InnerOuter,x,y
City of London,00AA,E09000001,8100,650,6250,1250,7.962056593,76.88678629,15.15115712,41.30388748,39,3.15148,2538.062371,21.4,36.7,11.9,38.37837838,84.31431704,88.63235718,,28.81,139.9625422,19.34330299,62,4555,79.63286713,392400,63.29032258,138.8888889,724340,434,46788,5530,0.4,0.2,1.4,98,42.3,16.5,35.9,4.090013141,63.12417871,32.78580815,0.48367571,0.48367571,1.93470284,1.749028586,10,0.86659065,24.17582418,551,20,360.4,0.7,6.7,68.4,696.8,206.1,680.7206306,75.94144877,5.880145127,456.8997873,30.65182034,55.04816715,0.392259414,18.62901421,0.385860889,7.862302333,5.308615968,48.5236517,Boris,Inner,532479.7201,181272.0253
Barking and Dagenham - Abbey,00ABFX,E05000026,14750,3850,10150,750,25.95834181,69.01418007,5.027478119,29.5,29,1.3,10500,71.9,57.3,25.7,97.64705882,80.16062206,83.93105213,15.12859304,23.21428571,157.3329324,1.342990795,7,5444,60.34807671,9500,0.989583333,108.6956522,170000,89,28086,4753,3.9,7.2,22.6,66.3,32.7,26.7,38.6,44.71890971,55.1746167,0.106473595,0.757881973,2.576798707,4.193613581,7.141447522,25.38461538,8.748906387,55.31062124,166,85.71428571,333.9483051,1.356022267,16.4,34.5,646.1974684,200.2101266,142.2128464,37.24448971,6.25591038,64.95962756,9.311122427,12.51182076,1.353078253,21.90860132,0.54768154,5.989364918,0.801603206,25.68894145,Ken,Outer,544218.2356,184361.398
Barking and Dagenham - Alibon,00ABFY,E05000027,10600,2700,6800,1050,25.70133182,64.27694342,10.02172476,33.8,33,1.4,7428.6,29.9,24.7,7.9,83.26530612,77.19823105,80.61463443,9.563758389,25.56390977,139.8150743,0.864631181,2,4143,63.10738766,1000,0.149253731,31.14754098,211000,79,26868,4045,3.8,18.2,63.8,14.2,45.1,36.8,15.9,9.283625731,90.64327485,0.073099415,1.702190645,4.958555358,7.252812315,6.072941572,32.1875,12.44019139,60.99518459,124,100,322.5468354,1.489165819,31.2,16.7,598.8211268,207.2605634,75.6896058,24.62536986,1.9089434,22.14374344,10.4991887,7.349432089,0.653777902,20.62184945,0.815159909,3.145890095,1.020408163,20.34792528,Ken,Outer,549061.5648,185152.6226
Barking and Dagenham - Becontree,00ABFZ,E05000028,12700,3200,8350,1100,25.37042875,65.91267339,8.716897856,33,32,1.3,9269.2,41.2,30.1,10.5,101.0526316,78.95444815,79.33514751,12.05211726,28.35164835,130.1451344,0.612745098,1,4598,61.19244078,1300,0.163522013,38.55421687,220000,244,27487,4378,4.2,24.7,52,19.1,46.7,29.4,20.1,11.61778185,88.29055912,0.091659028,1.280487805,3.536585366,6.524390244,6.78914844,31.52777778,10.73182137,51.51057402,185,100,319.2079096,1.465375749,28,20.6,652.947561,202.9573171,79.32573128,21.31879028,3.635762684,28.1771608,6.114691786,4.709965295,1.189626457,1.885447698,0.870236147,2.8717665,1.647411211,22.53821097,Ken,Outer,546997.5893,186088.9148
Barking and Dagenham - Chadwell Heath,00ABGA,E05000029,10400,2550,6400,1450,24.32692308,61.5,14.17307692,36.2,34,3.4,2985.3,37.9,24.8,6.5,73.63636364,79.17945936,82.19418893,12.06140351,28.78338279,139.1028109,0.78057242,6,3819,63.63939343,1900,0.304,26.27118644,240000,99,29617,4062,3.8,29.6,32.2,34.5,54,32,12.4,33.25086591,66.30381,0.445324097,1.347281661,4.200348708,5.864637819,5.851865713,28.44827586,10.14713343,55.23978686,96,100,330.437069,1.604042289,29.1,19.5,632.7865854,205.8219512,72.40704501,19.66731898,2.054794521,24.55968689,7.632093933,2.837573386,1.251443974,55.97450742,0.918061898,2.260909461,1.174668029,25.31881358,Ken,Outer,548358.8573,189491.71
Barking and Dagenham - Eastbrook,00ABGB,E05000030,10750,2150,7050,1550,20.09658247,65.66679049,14.23662704,37.7,36,3.5,3028.6,24.8,19,4.5,73.18181818,77.10791119,81.12408127,10.93394077,24.10071942,147.794994,0.705946239,0,4592,68.22166097,4000,0.575539568,18.43971631,240000,109,35853,3977,3.2,32.6,45.5,18.4,67.6,20,11.2,14.77159881,84.68222443,0.546176763,0.999000999,2.640216926,4.56686171,4.878334028,23.51851852,6.663236429,48.69791667,288,100,350.1363057,1.20807783,29.9,18.5,662.3509615,203.1086538,58.30985915,15.58685446,1.408450704,19.06103286,6.948356808,4.225352113,0.825158155,50.43417889,1.060457937,2.30571916,1.55783184,24.1214693,Boris,Outer,550788.7056,186098.255
Barking and Dagenham - Eastbury,00ABGC,E05000031,11900,3000,7750,1150,25.24997899,65.17099403,9.579026973,33.4,32,1.4,8357.1,41.7,32.2,11.9,87.63636364,78.89309339,84.94536287,12.33552632,24.25531915,113.0377343,0.442380004,0,4546,61.5405442,1200,0.157894737,48.92086331,220000,95,27308,4321,5,21,52.5,21.5,44,37.4,17.3,18.6881473,81.26582278,0.046029919,1.299545159,3.898635478,5.7179987,7.150386113,27.91666667,11.11891386,52.45901639,135,100,339.5980519,1.445579848,28.9,20,680.752809,210.141573,71.18557578,18.96581051,1.956114986,28.23609457,6.803878211,3.401939105,0.577986954,17.10893532,0.782771536,2.731589089,1.515151515,21.51487593,Ken,Outer,546140.2395,183987.5651
Barking and Dagenham - Gascoigne,00ABGD,E05000032,15850,5100,9900,850,32.04165352,62.60018933,5.358157147,29,29,1.1,12772.7,60.4,48.2,18.7,92.85714286,75.51197868,81.0656022,15.5216285,26.13168724,136.0570891,0.796271121,1,4382,56.36737844,2900,0.329545455,69.56521739,199000,59,23178,4711,2.2,6.8,19.5,71.4,23.7,54,18.3,60.70973226,39.20526987,0.084997875,1.329504361,3.616251861,5.318017443,8.393117426,26.8,14.74703983,57.17539863,37,100,340.0700787,1.317598533,25.5,25.2,658.944898,205.4887755,89.78810857,20.33874282,2.480334491,40.89008575,9.070937566,7.795336971,0.862609787,20.78459309,0.541011841,3.232882536,1.353485224,25.59209636,Ken,Outer,544595.7531,183561.6805
Barking and Dagenham - Goresbrook,00ABGE,E05000033,11450,3000,7250,1250,25.94142259,63.20606695,10.85251046,34.1,33,1.3,8692.3,33.3,26.8,7.7,86.15384615,77.45969394,82.83257209,14.39749609,25.82056893,136.628405,0.718218817,0,4544,63.60582307,1300,0.180555556,27.39726027,203000,85,27434,4296,4.8,17.4,62.5,15.3,43.1,37.3,15.8,10.6323836,89.27495946,0.092656938,1.590374775,4.771124326,6.223205642,6.01279065,31.15942029,11.11111111,57.33944954,142,100,344.9782609,1.155555556,30,18.8,685.2612245,203.4204082,77.30234196,23.68374714,3.081528438,23.33157246,12.50220109,2.46522275,0.942264862,14.07856348,0.836768538,2.455199663,1.740644038,20.50673001,Ken,Outer,548211.3194,184071.8051
Barking and Dagenham - Heath,00ABGF,E05000034,11150,2900,6950,1300,26.16805668,62.29037754,11.54156578,34.4,32,2,5475,32.3,24.1,6.2,88.4,76.50436584,80.11135496,14.2384106,25.40792541,188.0021425,0.784412955,2,4043,61.42509875,3100,0.455882353,30,215000,77,25576,4418,2.9,18.9,41.9,36.4,41.6,45.3,11.3,36.57817109,63.37644656,0.045382346,1.891184172,4.800698283,6.691882456,8.074501174,32.68656716,11.74426685,55.41490858,91,100,338.1062992,1.120479416,32.1,17.6,684.0686047,208.6244186,83.10502283,21.36986301,3.105022831,31.14155251,9.315068493,4.01826484,1.963935012,36.32988948,0.73917072,2.652043746,1.601164483,22.24054983,Ken,Outer,549443.3992,186491.6598
Barking and Dagenham - Longbridge,00ABGG,E05000035,11900,2600,7850,1450,21.73109244,66.04201681,12.22689076,35.2,32,1.6,7281.3,57.4,33.3,11.9,81.13207547,78.67316975,85.71976635,12.52699784,22.55125285,118.3564834,0.468085106,2,4894,65.20986009,1300,0.167741935,39.84962406,312500,112,43316,3788,3.9,23.1,50.4,22.5,70,13.1,15.3,11.92973256,80.36182486,7.70844258,0.830140485,1.404853129,3.12899106,3.932513811,14.6031746,4.919354839,44.53125,375,66.66666667,353.8994118,0.849229075,22.7,25,693.6251969,212.0314961,57.51343971,11.09309668,3.157265978,22.10086185,3.327929004,6.314531957,0.415869583,28.32249935,1.133870968,3.060909897,1.12472384,30.60747664,Ken,Outer,545482.291,184854.9817
Barking and Dagenham - Mayesbrook,00ABGH,E05000036,10550,2850,6550,1150,26.90408357,62.07977208,11.01614435,33.9,33,1.9,5473.7,31.2,25,8.2,90.21276596,76.75601444,83.26307792,14.83333333,24.87804878,136.3465866,0.535188654,8,3978,61.89512992,1100,0.169230769,33.60655738,212000,93,26146,3987,4.8,21.8,58,15.5,43.8,38.6,15.6,12.4100273,87.49069248,0.099280218,1.918060457,4.603345097,6.674850391,6.471842592,28.30769231,11.03763988,54.20875421,105,100,339.251145,1.326969365,32.1,16.2,658.5866667,210.8688889,74.03855375,20.61954541,2.493526422,23.40078642,8.919152201,4.603433394,0.656414104,44.75723751,0.816632757,2.49590147,1.557863501,20.53298384,Ken,Outer,547051.1721,184922.1665
Barking and Dagenham - Parsloes,00ABGJ,E05000037,10050,2550,6400,1100,25.17148822,63.68426285,11.14424893,34.3,33,1.2,8250,30.9,23.3,6.6,76.88888889,76.10565085,83.45778917,14.68253968,23.27586207,144.3085421,0.573558933,0,3785,61.45478162,700,0.111111111,31.85840708,210000,73,26417,3844,4.1,19.8,63.4,12.6,47.2,36.4,14.1,12.48992748,87.4563524,0.053720118,1.807607671,4.636906633,6.365922666,5.730778381,28.66666667,11.76006314,58.39285714,129,100,339.5224638,1.179408138,31.8,16,676.9226667,212.4453333,63.59252562,18.98734177,1.707856138,18.28410689,8.237894314,5.525416918,0.887749063,17.40086046,0.834517232,2.695405293,1.223958333,19.3047889,Ken,Outer,548125.0474,185640.9439
Barking and Dagenham - River,00ABGK,E05000038,11950,3150,7600,1200,26.46567563,63.60447637,9.929848004,33.4,32,3.6,3166.7,38.4,30.9,9.6,83.07692308,74.99362595,78.21800444,16.27516779,31.1827957,137.8914865,0.754716981,1,4420,64.19753086,5100,0.698630137,31.72413793,205000,80,27580,4097,4.7,19,61.9,14.3,51.9,25.7,20.6,10.41718711,89.5078691,0.074943792,1.335291761,3.672052343,5.341167045,5.014086746,25.91549296,10.20408163,51.17449664,174,100,324.3459459,1.263565081,29.9,19.5,641.1813333,204.5973333,74.99563471,22.2629649,2.619172342,23.04871661,10.65130086,4.976427449,1.323334804,20.48583218,0.834971025,3.009724388,1.3582721,22.37675571,Ken,Outer,549478.9664,182985.1929
Barking and Dagenham - Thames,00ABGL,E05000039,18950,6150,11850,950,32.46520456,62.54744833,4.987347111,28.7,28,7.9,1867.1,54.9,37.2,11.2,62.93333333,76.21483816,83.97526956,14.7008547,24.88687783,140.1143442,0.895001091,5,4081,60.5309997,9700,1.043010753,38.21138211,214000,163,26361,4013,3.7,15.7,35.3,45.2,35.4,44.4,17.5,37.26787077,62.70669041,0.02543882,0.75443229,2.73481705,4.149377593,6.570400677,19.42857143,12.92035398,57.33333333,83,100,315.8865772,1.232495345,24.1,24.4,653.2041667,205.8388889,84.86686889,19.68318166,1.820020222,40.37748568,7.212672733,3.100775194,1.706630259,43.83227797,0.720859671,2.133878387,2.105008468,22.1352536,Ken,Outer,547048.4076,182800.0916
Barking and Dagenham - Valence,00ABGM,E05000040,10250,2600,6450,1150,25.48330404,63.19078305,11.32591291,34.8,34,1.3,7692.3,31.5,23.3,7.1,91.73913043,76.51997213,80.81268633,11.77536232,21.46596859,133.661527,1.071055381,3,3873,63.09872923,1900,0.299212598,31.25,215000,105,27170,3917,4.3,21.5,60.9,13.3,47.3,37.4,13.8,12.06640238,87.88404361,0.049554014,1.636533666,4.208229426,7.325436409,6.184769417,30,10.06305833,49.81412639,123,100,335.2018182,1.576129032,32.1,17.8,581.4227273,196.5113636,70.74531686,17.03866082,1.693901953,22.81785572,6.576325229,2.291749701,0.185770017,11.7891087,0.846295323,3.221850725,1.519371993,20.25824964,Ken,Outer,548034.7403,186794.5431
Barking and Dagenham - Village,00ABGN,E05000041,11050,2750,7100,1200,24.80971366,64.12649511,11.06379123,34.5,33,2.1,5166.7,34.8,26,7.5,92,75.90225753,80.89311966,14.28571429,27.82152231,155.1358821,0.930232558,2,4242,61.7107943,1200,0.171428571,27.13178295,207500,93,25910,4508,4.6,20.3,26.2,48.9,40.3,39.9,17.4,51.9973947,47.8289188,0.173686496,0.56569085,1.1313817,2.616320181,7.028904139,29.21875,10.55844449,53.77906977,84,100,316.151497,1.452914022,30.3,17.9,626.0938462,198.8107692,85.58558559,25.0965251,2.298216584,28.5898143,9.468652326,5.148005148,1.105481345,47.04385632,0.754465295,2.686579749,2.383155946,23.69668246,Ken,Outer,550331.2168,184463.876
Barking and Dagenham - Whalebone,00ABGP,E05000042,11150,2650,7200,1300,23.70377004,64.51150712,11.78472284,35.3,34,1.6,6781.3,44,29.2,8.4,84.8,79.94829559,87.2129154,12.44725738,24.57627119,128.6722029,0.588957055,4,4617,67.47040772,2700,0.382978723,32.84671533,235000,112,35377,4091,4.1,18.4,49.7,27.8,63.7,12.3,22.3,23.24496809,76.4359352,0.319096711,0.979157924,2.377954959,4.0565114,3.773212038,19.66666667,7.579954671,47.25738397,290,100,346.48,1.130006124,24,22.4,690.8741176,204.9047059,79.35632184,19.31034483,1.83908046,26.75862069,8.091954023,3.954022989,0.535762122,16.03445908,0.971543692,2.903827444,1.019324697,25.88459445,Ken,Outer,548566.5771,187605.3514
Barnet - Brunswick Park,00ACFX,E05000043,17550,3400,11350,2800,19.45696195,64.66259768,15.88044036,38.9,39,3.2,5218.8,31.6,30.9,10.2,51.01449275,82.25227195,84.83327716,10.31128405,15.27272727,97.45359353,0.113700966,2,7603,71.38967136,3900,0.354545455,15.04854369,430500,181,33097,6186,6,47.6,27.7,18.8,75.4,9,13.2,2.713369512,74.4449926,22.84163789,1.429209469,2.635104958,4.376953997,2.557432314,11.48148148,4.291137151,43.58974359,507,20,367.9831683,0.831678895,17.4,34.4,748.939521,218.2155689,49.91353092,8.229471048,1.729381597,18.30759139,4.293637068,2.981692409,0.118990957,28.03309075,1.269351378,2.887348973,0.952864947,35.51450098,Boris,Outer,528502.7023,193825.6759
Barnet - Burnt Oak,00ACFY,E05000044,19650,4750,13050,1800,24.31248727,66.54104706,9.146465675,33.7,32,2.1,8857.1,53.5,47.1,19.3,74.28571429,76.00216441,81.41836721,12.1253406,24.44089457,152.0203897,0.557957874,3,7674,63.66879615,2800,0.222222222,52.21238938,250000,152,21755,6511,3.8,19.8,38.3,38.1,38,35.5,22.1,9.228650138,89.36333027,1.40801959,1.091447727,2.767599595,5.535199189,5.002134197,22.36363636,9.777847309,48.01762115,261,100,345.4231884,1.179680213,23.6,24.7,630.5382199,198.6329843,62.06082712,19.5247546,2.360135171,14.85812369,7.831357614,4.183875986,0.690277704,18.90639222,0.816489362,3.586326773,0.77925396,28.624052,Ken,Outer,520628.0564,190842.4731
Barnet - Childs Hill,00ACFZ,E05000045,21100,4100,14300,2650,19.53406719,67.89238945,12.57354337,36.1,33,3.1,6516.1,38.9,51.2,23,59.61165049,79.41174584,82.6101373,10.89324619,20.11173184,116.0061562,0.603756708,11,9309,67.90429645,7000,0.496453901,83.67346939,499950,255,31739,8045,9.3,24.5,10.2,56,45,12.5,39.7,11.83662851,55.72320499,32.44016649,0.740949827,1.834732905,4.904382189,4.618485889,15.85106383,5.477491543,50.62166963,415,50,364.8480176,1.116818458,13.7,43.7,740.4488095,219.1880952,84.84012416,17.58880623,3.4980539,39.51322856,5.56732522,2.906833522,0.096190843,15.13376136,0.828779599,4.537207379,2.546654294,35.91102796,Boris,Outer,524674.2165,186661.0355
Barnet - Colindale,00ACGA,E05000046,26600,6100,18550,2000,22.8355629,69.69036525,7.474071847,32.1,30,2.6,8250,59.9,52.7,23.2,66.4957265,81.8234391,86.00098454,13.13432836,25.10121457,130.876348,0.847856806,5,7344,61.91720766,9000,0.588235294,55.28455285,290000,490,22778,6460,2.6,20.8,16.7,60,36.3,34.3,26,20.32457496,77.89799073,1.777434312,0.64873791,1.94621373,3.597546591,3.386277982,18.85964912,8.457869634,49.09344491,252,77.77777778,337.3196891,1.341198044,18,30.8,637.7983471,198.0157025,53.99257196,15.78458682,1.903435469,15.59888579,5.756731662,4.642525534,0.157051618,19.84762086,0.812241653,2.495852252,1.02584599,29.92912371,Ken,Outer,521622.3764,189812.8347
Barnet - Coppetts,00ACGB,E05000047,18050,3500,12500,2000,19.51435858,69.40348154,11.08215988,36.3,35,2.7,6425.9,35,36.1,13.6,56.58536585,79.10292086,81.86625994,9.036144578,19.09307876,108.3092646,0.424929178,5,8630,71.4699793,3800,0.307692308,28.57142857,335000,243,31264,7136,4.6,22.1,20.3,53,56.8,13.4,26.7,8.403964948,70.89498635,20.7010487,1.085296246,2.05000402,4.059811882,3.626102792,17.03703704,5.857800806,49.31087289,429,40,361.7957831,0.905679612,15,40.6,694.6452055,215.2773973,80.34894399,14.80716253,2.295684114,39.42837466,7.346189164,2.926997245,0.499888914,40.34324367,0.962723086,2.903866138,2.024428862,35.13209093,Boris,Outer,528069.6289,191881.7969
Barnet - East Barnet,00ACGC,E05000048,17100,3550,11050,2550,20.62861483,64.61412631,14.75725887,38.3,38,3.8,4302.6,23.4,23.4,7.2,65.2173913,81.04623862,85.22713129,10.25641026,21.03004292,93.31484719,0.469836497,4,7566,71.53933434,3700,0.342592593,11.87214612,392500,233,32509,6639,10.1,37.2,17.8,34.8,67.9,9.8,20.3,4.659874138,74.46808511,20.87204076,1.005208809,1.827652381,3.700996071,2.584131326,15.375,5.221252488,42.97029703,522,30,356.0951087,0.558902836,17.1,36.5,698.3613139,217.2357664,45.65098302,10.89536795,1.095623592,14.12137075,4.38249437,3.530342687,0.120561818,34.84631504,1.177308222,2.771772128,0.86668366,35.29724556,Boris,Outer,527336.6424,195814.7086
Barnet - East Finchley,00ACGD,E05000049,16850,3250,11300,2300,19.24696116,67.12125704,13.6317818,37.2,36,2.5,6440,28.2,34.4,10.4,64.30379747,82.15105795,84.8508567,6.540084388,16.26666667,102.8969828,0.346177002,5,8153,74.85997613,4200,0.378378378,29.66507177,425000,208,34101,6805,2.9,14.4,25.7,56.9,50.2,22.2,25.5,9.344262295,72.87630402,17.77943368,0.935495367,1.603706344,3.608339273,2.817500338,15.20547945,4.18485624,46.85990338,389,30,366.088,0.798442368,14.1,49.6,704.1756098,216.0556098,44.08681712,8.447404119,2.158095943,18.06634604,4.254532001,1.418177334,0.240413511,37.77427614,0.817853379,2.625567336,3.129834583,41.17202676,Ken,Outer,526933.5347,190056.0292
Barnet - Edgware,00ACGE,E05000050,17600,4050,10850,2750,22.93499858,61.5782004,15.48680102,37.1,35,5.6,3017.9,39.2,37.4,12.1,72.67605634,84.0140295,87.00100418,13.0620985,20.08196721,116.3901019,0.98022356,7,7259,68.96912114,6900,0.644859813,35.07109005,445000,135,32085,6167,19,37,7.2,36.7,60.4,15.8,20.9,10.56349598,49.31821916,40.11828487,0.789889415,1.393922498,3.391878078,2.175638914,12.25806452,5.567630831,45.75289575,439,30,370.0208333,0.997572584,17,36,736.6883212,220.6306569,66.4581243,12.27645635,1.947707018,32.4027622,5.548013929,3.010092664,0.232896652,53.99655776,1.242099983,3.009139552,0.683580912,38.13540754,Boris,Outer,519030.7092,193347.2175
Barnet - Finchley Church End,00ACGF,E05000051,16800,3200,10800,2800,19.02238628,64.34270064,16.63491307,39.1,37,2.7,5925.9,33.1,40.9,14.5,56.90140845,84.18496198,88.36498134,6.213017751,13.21321321,85.69848876,0.429848693,5,7386,72.56828454,6000,0.571428571,49.48979592,526000,196,44147,6508,13.7,26,5.2,55.2,62.3,4.9,30.4,5.085281112,47.69425142,47.22046747,0.609413088,0.750046878,2.297018564,2.338387657,6.61971831,2.783521552,40.79422383,533,11.11111111,386.5617021,0.772619875,12.3,48.6,724.9351724,221.46,45.50831103,7.906368673,0.996077943,19.1745004,2.676959472,1.120587686,0.184297825,13.72129819,1.155081915,2.89927903,1.351523652,41.35500739,Boris,Outer,524694.2819,190136.866
Barnet - Garden Suburb,00ACGG,E05000052,16950,3450,10500,3000,20.34588596,61.9348365,17.71927754,39.1,38,4.7,3436.2,21.4,36,10.9,50.55555556,84.90252141,88.96691154,5.649717514,13.39712919,86.57354977,0.47519483,6,7373,73.05062915,6000,0.582524272,35.60209424,802975,227,58292,6602,18.4,30.1,12.8,38.8,66.1,4.9,26.7,3.595574677,34.34234788,62.06207744,0.336667949,0.529049634,1.442862639,1.795957234,4.935064935,2.37298933,41.81184669,587,0,387.1529412,0.733893281,8.2,57.3,788.4688312,232.8155844,51.2899452,6.0341112,1.785604335,26.90721015,3.324918416,0.923588449,0.062916824,24.22652676,1.241598981,2.719333305,2.493955974,48.04345287,Boris,Outer,525971.5262,188465.0597
Barnet - Golders Green,00ACGH,E05000053,24950,6400,16050,2500,25.63341886,64.29201411,10.07456703,33,30,3,7150,34.2,45.8,17.5,63.20754717,80.3508737,82.88599346,10.33333333,16.53225806,107.0921266,0.427350427,6,7635,66.69287212,6200,0.44765343,66.05504587,555250,146,32817,6373,11.2,39.5,11.9,37.3,49.4,13.3,34.7,7.907956571,56.60346783,35.4885756,0.767741505,1.16830229,3.771947393,3.430096647,9.236641221,5.31361716,57.69230769,430,36.36363636,358.8897887,0.985771993,16.4,37.4,701.5278261,214.6704348,57.46327448,8.295101719,1.807312665,32.11455582,3.243894527,1.25121646,0.152191558,14.57493821,0.962300942,3.403282679,1.673587517,37.30976352,Boris,Outer,523950.5604,187724.1408
Barnet - Hale,00ACGJ,E05000054,18250,4100,11500,2650,22.46396668,63.1227051,14.41332822,37.1,36,5.4,3250,40.6,35.7,11.7,71.08108108,81.5538662,85.62266015,11.8556701,22.07293666,95.67678562,0.361901629,6,7828,70.67533406,3000,0.265486726,35.09615385,394000,182,31958,6327,11.3,49.2,15.4,24.1,66.9,13.6,17.9,3.331208161,77.81319732,18.85559452,0.965166272,1.667105379,3.290339563,2.752016981,13.22916667,5.02829426,40.90909091,460,30,352.9346535,0.92639485,17.8,36.5,709.1616883,213.7863636,49.66191261,10.68242514,1.079606796,20.73981476,4.659355645,2.500142054,0.277484877,48.77929543,1.23912692,2.580245482,0.774907749,36.78173242,Boris,Outer,520761.9603,193358.9297
Barnet - Hendon,00ACGK,E05000055,19300,4150,12800,2300,21.53670676,66.4661966,11.99709664,34.9,32,2.8,6625,36.3,48.2,20.3,76.12903226,80.17583788,84.10743582,9.506398537,18.51851852,105.662732,0.574184658,5,8381,66.73833413,8300,0.653543307,77.83018868,360000,214,31654,7255,10.9,22.4,8.2,58.4,49,12.1,36.6,12.58603736,63.82918949,23.58477314,0.743931088,1.174628034,3.288958496,3.650126368,9.120879121,3.589375449,40.81081081,427,40,365.3456693,0.987300715,13.5,41.3,751.3381443,225.1257732,72.89709593,15.1913683,2.254549359,31.18793279,5.958451876,4.294379731,0.415995008,16.36310594,0.975305097,2.678956926,1.234140715,34.20888055,Boris,Outer,523098.6414,189519.7094
Barnet - High Barnet,00ACGL,E05000056,16300,2950,10500,2850,18.12327507,64.31156087,17.56516406,40.7,41,8.3,1873.5,18.3,22.1,6.3,60.32258065,81.78759082,84.21488695,5.825242718,14.48863636,126.8145541,0.720906282,4,7421,74.54545455,6800,0.666666667,13.10679612,395000,262,42287,6794,19.7,25.6,15.5,38.9,69.9,7.7,19.9,6.113865104,63.88763707,29.99849782,1.11003861,1.496138996,2.702702703,2.079625147,6.956521739,2.769277846,38.4180791,538,11.11111111,383.5278008,0.553826367,13.1,44.3,793.8944954,231.440367,61.83191449,10.88139282,1.984253985,26.05133457,5.632720988,3.584458811,0.439891912,47.9138544,1.208384333,2.674228917,1.552594126,44.14041786,Boris,Outer,523744.4281,196638.5677
Barnet - Mill Hill,00ACGM,E05000057,20000,4350,12800,2800,21.85155547,64.10923277,14.03921176,37.1,36,9.4,2010.6,36.1,34.4,10.2,59.27710843,83.58402797,86.72146247,11.37724551,19.10569106,102.851701,0.520036708,8,8329,70.47127507,7300,0.591093117,24.88888889,499950,290,36854,7122,19.6,35.6,11.4,33.5,64.4,12.8,20.4,3.609550562,64.98595506,31.40449438,0.793273045,1.348564176,2.816119308,2.318553254,11.07843137,5.134545455,46.42201835,483,30,358.1102439,1.157084282,14,41.6,726.0625,215.7190789,67.15828285,11.32473005,1.158809587,32.3413221,5.161969976,3.265736107,0.211629014,59.03182711,1.273309091,2.282931632,0.975777752,36.98926848,Boris,Outer,523018.5918,192048.4129
Barnet - Oakleigh,00ACGN,E05000058,16650,3200,10550,2850,19.30130479,63.41771391,17.2809813,39.8,39,3.3,4833.3,26.7,28.5,8.6,59.6969697,80.96815069,84.36538812,8.053691275,14.81481481,98.86848451,0.577145056,8,7486,73.43535413,4400,0.425120773,15.23809524,375000,235,38718,6285,16.3,35.5,8.3,39.9,70.6,7.3,20.3,4.245356641,56.45387857,39.30076479,0.812231247,1.720019111,2.723363593,2.371657737,11.89189189,4.196370706,48.61751152,515,30,375.8775758,0.769595376,14.7,40.7,734.8585714,220.8464286,49.85959438,8.049921997,1.872074883,17.6599064,4.680187207,2.433697348,0.061831447,15.26355646,1.287913156,3.259608149,0.966429298,38.25298135,Boris,Outer,526697.5418,194421.8099
Barnet - Totteridge,00ACGP,E05000059,16900,3400,10600,2900,20.24979283,62.70865396,17.04155321,39.6,39,8.8,1795.5,34.3,37.6,13.7,60.90909091,82.54794196,86.26498604,8.333333333,16.25766871,108.1116158,0.405186386,7,6849,71.6048092,5600,0.554455446,24.1025641,622500,225,47046,6029,20.6,35.9,10.7,32.8,66.8,8.7,22.5,5.460472698,38.72860636,55.81092095,0.677375653,0.967679505,2.274046836,1.502485249,8.026315789,3.353973168,47.01195219,574,20,381.2872928,0.672643979,13,47,786.6043243,227.712973,37.01831965,7.580543272,1.073910297,13.96083386,3.158559697,1.579279848,0.19467878,57.73429622,1.29377365,2.545557476,1.051321068,40.76646707,Boris,Outer,524603.368,193868.7481
Barnet - Underhill,00ACGQ,E05000060,17300,3400,11000,2900,19.6437865,63.69051061,16.66570289,39.2,39,4.6,3554.3,27.3,25.4,6.9,55.88235294,78.16127425,83.71358887,9.241706161,17.79448622,156.5286918,0.387438825,3,6874,68.3368128,4900,0.462264151,10.13824885,390000,197,29173,6462,10.4,36.5,21,30,60.3,25.7,11.3,15.18023617,69.51522685,15.30453698,1.477923517,2.263070386,4.526140772,3.402223723,19.50617284,5.805837563,46.5266559,410,50,360.4504587,1.108576727,21.6,31.8,710.9502183,217.2157205,56.99134463,15.6040473,1.401926125,15.42118737,8.777276606,3.961965135,0.369026385,43.7518607,1.097239848,2.607020357,0.810961969,35.54882009,Boris,Outer,523354.9945,195438.6703
